IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
454160,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
227941,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5660865838074837,ya,sebelum 2020,menikah,ada,10238,14000.0,keluarga,3,0,4,tidak
277454,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.7246516260211215,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,tidak
850641,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5944123555771336,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,3,0,1,tidak
313949,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.4157358422399237,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,1,0,1,ya
531038,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.6806248475377844,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
548681,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.2281286996504181,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,8,2,2,tidak
747021,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6839659624662064,ya,setelah 2020,menikah,ada,10238,5000.0,keluarga,0,0,0,tidak
614666,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6476691481025054,ya,setelah 2020,belum menikah,ada,10238,10000.0,keluarga,3,0,2,tidak
945698,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,kurang dari UMR,0.256228561983949,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,3,tidak
611418,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,tidak
9941,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.4076710274049052,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,2,0,1,tidak
382705,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4316194342524034,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
114941,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,3,0,1,ya
131534,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,92101,14000.0,keluarga,0,0,0,tidak
655964,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,tidak ada,92101,15000.0,keluarga,0,0,0,ya
984920,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5365905524626464,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,0,1,0,tidak
520581,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6050150174493037,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,1,1,tidak
371132,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6890168595706068,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,1,0,2,tidak
608987,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3607003088952675,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
812547,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7724106704853996,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,2,0,2,tidak
270305,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5623849102205396,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,5,tidak
94864,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6047903720798489,tidak,setelah 2020,menikah,ada,10238,15000.0,keluarga,0,0,3,tidak
832985,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6649526471177105,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,tidak
578026,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.2584986475919236,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,1,tidak
158411,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6229219906418461,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,6,0,4,tidak
965962,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.221954566050738,tidak,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
270343,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7338838668548553,ya,setelah 2020,belum menikah,tidak ada,10238,13000.0,keluarga,2,0,2,tidak
298541,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,3,0,3,tidak
77834,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4886968630423373,ya,sebelum 2020,menikah,ada,10238,,keluarga,3,1,2,tidak
895871,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3974832419886633,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
150276,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5949848654212657,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,3,0,8,tidak
276564,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,tidak ada,32765,15000.0,keluarga,0,1,2,tidak
666008,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5074866002249934,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
968311,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5787321513939002,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,2,0,1,tidak
182184,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
583749,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3700495619279837,tidak,setelah 2020,belum menikah,tidak ada,92101,16000.0,keluarga,0,0,0,ya
686620,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5209372267151192,ya,setelah 2020,belum menikah,ada,32765,10000.0,keluarga,4,1,2,tidak
884501,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.629561765194454,ya,setelah 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,tidak
169656,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5095099913719647,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,7,0,3,tidak
975961,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.6049065358383727,ya,sebelum 2020,menikah,ada,32765,9000.0,sport,10,0,3,tidak
937716,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6738113407942623,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,4,0,3,tidak
278029,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6395131960576228,ya,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,0,0,0,tidak
995242,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3754060474029069,tidak,sebelum 2020,belum menikah,tidak ada,32765,12000.0,keluarga,2,2,0,ya
919799,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6002914540131934,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,1,0,1,tidak
955572,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,kurang dari UMR,0.2903776965781191,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,4,0,5,ya
211129,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.337763772273958,tidak,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,2,1,2,tidak
318141,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6238940157264959,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,2,3,1,tidak
123428,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.1922339121015746,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
895571,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6448895574873921,ya,setelah 2020,belum menikah,ada,32765,14000.0,keluarga,1,0,0,tidak
297659,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.6338098771565343,ya,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,2,0,1,ya
468623,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.582437823884746,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,1,1,0,tidak
97857,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5980305580914328,ya,setelah 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,1,tidak
117869,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5489150697748575,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,1,0,2,tidak
905046,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5523881323880686,ya,setelah 2020,menikah,ada,32765,11000.0,keluarga,7,1,2,tidak
451227,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5095717000423156,tidak,setelah 2020,belum menikah,ada,32765,10000.0,keluarga,2,0,0,tidak
373872,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5117376349446104,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
913451,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.4628364662982673,ya,sebelum 2020,menikah,ada,32765,,keluarga,5,0,2,tidak
948703,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4794069219483382,tidak,sebelum 2020,belum menikah,ada,21217,10000.0,keluarga,0,0,0,ya
607238,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7123848645541435,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,3,0,6,tidak
288785,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5561496317258147,ya,setelah 2020,menikah,ada,32765,8000.0,keluarga,1,0,1,tidak
196588,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3372573932305708,tidak,sebelum 2020,menikah,ada,32765,,keluarga,0,0,0,ya
710895,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2678767803164774,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
133119,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5239348835695834,ya,sebelum 2020,menikah,ada,32765,13000.0,keluarga,4,3,1,tidak
157866,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5636837161034072,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
344650,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.3453572376484412,ya,setelah 2020,menikah,tidak ada,10238,15000.0,keluarga,0,0,1,tidak
139382,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
311831,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4162840973092876,ya,setelah 2020,belum menikah,ada,32765,11000.0,keluarga,7,2,2,tidak
18175,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6710577400351899,ya,sebelum 2020,menikah,tidak ada,10238,19000.0,keluarga,1,0,1,ya
337154,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6092538270787325,tidak,setelah 2020,menikah,ada,10238,11000.0,keluarga,2,0,2,tidak
439225,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.6377627271910699,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,9,tidak
961745,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.4146216328652929,tidak,sebelum 2020,belum menikah,ada,10238,16000.0,sport,1,1,2,tidak
203422,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3359988718015389,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,2,0,1,ya
921332,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5260178391079982,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,5,2,3,tidak
587280,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6079374664098495,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,4,1,6,tidak
110753,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5183509849945727,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,2,tidak
619056,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3795074091352928,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,ya
229960,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4403460315331537,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,2,0,1,tidak
438567,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 1-2x UMR,0.3081124927383421,ya,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,0,2,0,tidak
256735,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5106534385283876,tidak,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
679847,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.4965554571818523,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,2,0,2,tidak
59621,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 1-2x UMR,,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,0,0,0,tidak
781339,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5969511707936863,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,tidak
989865,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7445940362318062,ya,setelah 2020,belum menikah,ada,32765,12000.0,keluarga,6,0,3,tidak
320282,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3528606512240136,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,tidak
875652,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4725620372205885,ya,sebelum 2020,menikah,tidak ada,10238,,keluarga,2,0,0,tidak
778438,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 1-2x UMR,0.5034561261777147,ya,sebelum 2020,menikah,ada,10238,7000.0,keluarga,3,0,1,tidak
695849,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5281279666088714,ya,setelah 2020,menikah,ada,32765,11000.0,keluarga,3,0,0,tidak
907249,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5360526546947815,ya,sebelum 2020,belum menikah,tidak ada,32765,14000.0,keluarga,11,5,2,tidak
456080,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.609239430274789,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,0,1,2,tidak
645212,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6119061158789385,ya,setelah 2020,belum menikah,ada,92101,11000.0,keluarga,0,0,0,tidak
778420,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.3397399692489963,tidak,sebelum 2020,belum menikah,tidak ada,32765,14000.0,keluarga,1,0,0,ya
851978,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.3589212361536521,tidak,sebelum 2020,menikah,tidak ada,10238,15000.0,keluarga,0,0,4,ya
782814,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,2,tidak
837784,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4451873369326039,tidak,sebelum 2020,belum menikah,ada,10238,16000.0,sport,0,0,0,tidak
706391,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.3644164683986453,tidak,sebelum 2020,menikah,ada,10238,13000.0,keluarga,3,0,5,tidak
29008,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5516614915267227,ya,sebelum 2020,menikah,ada,32765,12000.0,keluarga,5,0,0,tidak
11478,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4300619438840933,tidak,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
940396,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6792984756022082,ya,setelah 2020,menikah,ada,32765,7000.0,sport,0,0,0,tidak
174162,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,1,tidak
933220,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4454491673003073,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
662300,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 1-2x UMR,,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,2,1,1,tidak
726973,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.3385823952882704,tidak,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,7,1,0,tidak
609636,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4444563698879946,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,0,0,1,tidak
763147,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5866750110603012,tidak,setelah 2020,menikah,ada,92101,8000.0,keluarga,0,0,1,ya
507075,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.8190662038642662,ya,setelah 2020,menikah,ada,10238,,keluarga,0,0,2,tidak
972296,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5068999531345123,ya,sebelum 2020,menikah,ada,32765,11000.0,sport,3,0,1,tidak
993569,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.6144328631450537,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,1,tidak
663729,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.4197584502477429,tidak,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,2,0,0,ya
248038,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,32765,13000.0,keluarga,0,1,1,tidak
584335,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.6246880057231377,tidak,setelah 2020,menikah,ada,10238,14000.0,keluarga,3,1,4,tidak
908381,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.5180098219042293,tidak,sebelum 2020,menikah,ada,32765,8000.0,keluarga,10,3,3,tidak
48036,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.6729433010805125,tidak,setelah 2020,menikah,ada,92101,8000.0,keluarga,2,0,0,tidak
87906,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5145625380618862,ya,setelah 2020,menikah,tidak ada,32765,9000.0,keluarga,0,0,0,tidak
98260,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,2,2,2,tidak
655543,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3054214227559466,tidak,sebelum 2020,menikah,tidak ada,10238,8000.0,keluarga,0,0,0,ya
63383,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 2-3x UMR,0.4585519228538674,ya,sebelum 2020,belum menikah,ada,92101,13000.0,keluarga,1,0,1,tidak
362014,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.8057389907027154,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,2,0,5,tidak
415219,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,tidak
897379,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.204331080735511,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
462054,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,kurang dari UMR,0.2868307040423252,ya,sebelum 2020,belum menikah,ada,10238,8000.0,keluarga,5,1,2,tidak
883353,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,kurang dari UMR,0.4091433162660645,ya,setelah 2020,belum menikah,ada,32765,11000.0,keluarga,3,0,1,tidak
416175,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5196193023272175,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,3,2,6,tidak
296063,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,14000.0,keluarga,2,0,0,tidak
150843,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7041103092342212,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,2,0,2,tidak
562555,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4160200997146181,ya,sebelum 2020,belum menikah,ada,92101,15000.0,keluarga,0,0,0,ya
157916,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.8103783788928026,ya,sebelum 2020,menikah,ada,10238,,keluarga,0,0,5,tidak
398578,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,3,1,6,tidak
921134,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5975466225645271,tidak,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
259935,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6914534434898879,ya,sebelum 2020,menikah,tidak ada,10238,,keluarga,0,0,0,tidak
575729,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.4525094766924492,tidak,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,ya
