UMUR,PEKERJAAN,STATUS_PERKAWINAN,PENDIDIKAN,KREDIT_RUMAH,PINJAMAN,MENGHUBUNGI_DENGAN,LAMA_BICARA,JUMLAH_KONTAK_SEKARANG,JUMLAH_KONTAK_SEBELUMNYA,HASIL_SEBELUMNYA,DEPOSITO
29,pelayan,cerai,lulus SMA,tidak,tidak ada,HP,150,2,1,gagal,belum
42,karyawan,cerai,lulus SMA,tidak,tidak ada,HP,13,2,1,gagal,belum
32,administrasi,menikah,lulus universitas,ya,tidak ada,HP,116,1,1,gagal,belum
54,teknisi,lajang,lulus universitas,ya,tidak ada,HP,333,1,1,gagal,belum
37,buruh,menikah,tidak lulus SD,tidak,ada,HP,64,3,1,gagal,belum
36,freelance,menikah,lulus universitas,tidak,ada,HP,284,1,1,gagal,sukses
38,administrasi,menikah,lulus SMA,ya,tidak ada,HP,118,2,1,gagal,belum
30,administrasi,lajang,lulus universitas,ya,tidak ada,HP,232,2,1,gagal,belum
33,teknisi,lajang,lulus diploma,ya,tidak ada,HP,377,1,1,gagal,belum
33,pelayan,menikah,lulus SD,ya,ada,HP,95,4,1,gagal,belum
59,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,259,3,1,sukses,sukses
59,pengangguran,menikah,tidak lulus SD,ya,tidak ada,HP,614,1,2,sukses,sukses
29,administrasi,lajang,lulus SMA,ya,tidak ada,HP,23,2,1,gagal,belum
32,buruh,menikah,lulus SMP,ya,tidak ada,HP,137,1,1,gagal,belum
32,teknisi,lajang,lulus universitas,tidak,ada,HP,542,3,1,gagal,belum
47,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,181,4,1,sukses,sukses
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,99,2,1,gagal,belum
28,buruh,menikah,lulus SMP,tidak,tidak ada,HP,92,1,1,gagal,belum
34,administrasi,lajang,lulus universitas,ya,tidak ada,HP,568,1,3,sukses,sukses
52,wiraswasta,menikah,lulus SMA,ya,tidak ada,HP,198,1,1,gagal,belum
76,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,504,2,3,sukses,sukses
50,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,176,1,2,sukses,belum
26,pengangguran,lajang,lulus universitas,ya,tidak ada,HP,508,3,2,sukses,sukses
38,freelance,menikah,lulus SMP,tidak,tidak ada,HP,270,4,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,290,1,1,gagal,belum
61,karyawan,menikah,lulus universitas,ya,tidak ada,HP,147,1,2,sukses,sukses
27,mahasiswa,lajang,lulus universitas,tidak,ada,HP,237,2,4,sukses,belum
38,administrasi,lajang,lulus SMA,ya,tidak ada,HP,113,1,1,gagal,belum
35,administrasi,menikah,lulus universitas,ya,tidak ada,telepon rumah,304,1,2,gagal,sukses
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,307,2,1,gagal,belum
40,teknisi,lajang,lulus universitas,ya,tidak ada,HP,95,1,1,sukses,belum
49,pelayan,lajang,lulus SMA,tidak,ada,HP,231,2,1,gagal,belum
36,administrasi,menikah,lulus universitas,ya,tidak ada,HP,90,1,2,gagal,belum
41,buruh,menikah,tidak lulus SD,ya,ada,HP,288,1,2,gagal,belum
37,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,180,2,1,gagal,belum
24,administrasi,lajang,lulus universitas,ya,tidak ada,HP,151,7,1,gagal,belum
36,pelayan,lajang,lulus SMA,ya,tidak ada,HP,142,2,1,gagal,belum
34,administrasi,menikah,lulus universitas,ya,tidak ada,HP,301,2,1,gagal,belum
42,teknisi,cerai,lulus diploma,tidak,tidak ada,HP,200,1,1,gagal,belum
36,buruh,cerai,lulus SD,ya,tidak ada,HP,197,1,1,gagal,belum
42,teknisi,menikah,lulus diploma,ya,ada,HP,126,2,1,gagal,belum
51,freelance,menikah,lulus universitas,tidak,tidak ada,HP,46,4,1,gagal,belum
39,teknisi,cerai,lulus diploma,tidak,ada,HP,445,2,1,gagal,belum
29,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,315,2,1,gagal,belum
35,teknisi,menikah,lulus diploma,tidak,tidak ada,telepon rumah,282,2,1,sukses,belum
40,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,1122,2,1,gagal,sukses
30,administrasi,cerai,lulus universitas,ya,tidak ada,HP,1598,4,1,gagal,sukses
38,buruh,menikah,lulus SMP,tidak,tidak ada,HP,559,1,1,gagal,belum
30,pelayan,menikah,lulus diploma,ya,tidak ada,HP,482,3,1,gagal,belum
35,pelayan,menikah,lulus SMA,ya,tidak ada,HP,117,3,1,gagal,belum
50,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,135,4,1,gagal,belum
33,buruh,lajang,lulus SD,ya,tidak ada,HP,78,5,1,gagal,belum
48,teknisi,menikah,lulus diploma,ya,ada,HP,269,1,1,gagal,sukses
48,PRT,menikah,lulus SD,ya,tidak ada,HP,1337,4,1,gagal,belum
37,wiraswasta,cerai,lulus universitas,ya,tidak ada,HP,294,2,1,gagal,belum
44,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,75,2,1,gagal,belum
40,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,51,1,1,gagal,belum
22,mahasiswa,lajang,lulus SMA,ya,ada,telepon rumah,214,2,1,sukses,sukses
33,wiraswasta,lajang,lulus universitas,ya,tidak ada,HP,9,3,1,gagal,belum
31,pengangguran,menikah,lulus SMP,ya,tidak ada,HP,201,3,1,sukses,belum
75,pensiunan,cerai,lulus SMA,tidak,tidak ada,telepon rumah,162,1,2,sukses,sukses
57,PRT,menikah,tidak lulus SD,ya,ada,HP,75,1,1,gagal,belum
49,karyawan,menikah,lulus universitas,ya,tidak ada,HP,240,1,1,gagal,sukses
40,pelayan,menikah,lulus SMA,ya,tidak ada,HP,277,2,1,gagal,belum
38,buruh,menikah,lulus SMP,tidak,tidak ada,HP,110,1,1,gagal,belum
26,pengangguran,menikah,lulus SMP,ya,ada,HP,217,2,1,gagal,belum
36,administrasi,menikah,lulus SMA,ya,tidak ada,HP,122,1,1,gagal,belum
49,karyawan,cerai,lulus universitas,tidak,ada,HP,187,5,1,gagal,belum
43,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,108,1,1,gagal,belum
29,administrasi,lajang,lulus SMA,ya,tidak ada,HP,480,1,1,sukses,sukses
30,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,7,6,1,gagal,belum
60,pensiunan,menikah,lulus diploma,tidak,tidak ada,telepon rumah,618,1,1,gagal,belum
40,buruh,menikah,tidak lulus SD,ya,tidak ada,telepon rumah,178,5,1,gagal,belum
57,karyawan,menikah,lulus SMA,ya,tidak ada,HP,129,2,1,gagal,belum
72,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,119,9,1,gagal,belum
31,freelance,menikah,lulus diploma,ya,tidak ada,HP,171,4,3,gagal,sukses
32,pelayan,cerai,lulus SMA,ya,tidak ada,HP,74,2,1,gagal,belum
58,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,159,1,1,gagal,belum
37,administrasi,cerai,lulus universitas,ya,tidak ada,HP,291,8,1,gagal,belum
39,administrasi,lajang,lulus universitas,ya,tidak ada,HP,72,1,1,gagal,belum
47,administrasi,cerai,lulus universitas,ya,tidak ada,HP,40,1,1,gagal,belum
29,buruh,menikah,lulus SD,tidak,tidak ada,HP,342,1,1,gagal,belum
29,administrasi,menikah,lulus SD,ya,tidak ada,HP,16,6,1,gagal,belum
79,pensiunan,menikah,lulus SMP,ya,ada,HP,260,1,1,gagal,belum
26,teknisi,lajang,lulus SMP,tidak,tidak ada,HP,62,1,1,gagal,belum
30,administrasi,lajang,lulus universitas,ya,tidak ada,HP,171,1,1,gagal,belum
54,karyawan,cerai,lulus universitas,ya,tidak ada,HP,127,2,1,sukses,belum
29,teknisi,lajang,lulus diploma,tidak,ada,telepon rumah,251,2,1,sukses,belum
39,freelance,menikah,tidak lulus SD,tidak,tidak ada,HP,159,1,1,gagal,belum
30,administrasi,menikah,lulus universitas,ya,tidak ada,HP,158,1,1,gagal,belum
31,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,39,1,1,gagal,belum
30,teknisi,menikah,lulus universitas,tidak,ada,HP,180,1,1,gagal,belum
36,buruh,menikah,lulus SMP,tidak,tidak ada,HP,253,3,1,gagal,belum
63,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,261,1,1,sukses,belum
25,mahasiswa,lajang,lulus universitas,ya,tidak ada,telepon rumah,252,3,1,gagal,belum
38,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,561,2,2,sukses,sukses
36,buruh,lajang,lulus diploma,tidak,tidak ada,HP,36,2,1,gagal,belum
72,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,406,1,1,gagal,sukses
52,administrasi,menikah,lulus SMA,ya,tidak ada,HP,139,2,1,gagal,belum
19,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,203,1,3,gagal,belum
28,pelayan,menikah,lulus SMA,tidak,ada,HP,479,2,2,sukses,sukses
59,pensiunan,cerai,lulus SMA,ya,tidak ada,HP,247,2,1,gagal,belum
34,pelayan,menikah,lulus SMA,ya,tidak ada,HP,136,1,2,gagal,belum
33,pelayan,lajang,lulus SMA,ya,tidak ada,HP,128,2,1,sukses,belum
33,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,113,2,1,gagal,belum
29,administrasi,lajang,lulus SMA,ya,tidak ada,telepon rumah,207,1,1,sukses,belum
25,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,251,1,1,gagal,belum
38,teknisi,lajang,lulus diploma,ya,tidak ada,HP,386,2,1,sukses,sukses
36,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,450,1,1,gagal,belum
25,mahasiswa,lajang,lulus universitas,tidak,ada,telepon rumah,280,6,1,gagal,sukses
39,buruh,menikah,lulus SMP,ya,ada,HP,120,1,1,gagal,belum
40,administrasi,menikah,lulus universitas,ya,tidak ada,HP,55,1,2,gagal,belum
70,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,356,3,1,sukses,sukses
56,freelance,menikah,lulus universitas,ya,tidak ada,HP,222,1,1,gagal,belum
58,buruh,menikah,lulus SMP,ya,tidak ada,HP,92,1,1,gagal,belum
62,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,207,1,1,sukses,sukses
57,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,644,1,1,gagal,belum
41,buruh,menikah,lulus SMP,tidak,tidak ada,HP,75,1,1,gagal,belum
29,buruh,menikah,lulus SMP,tidak,tidak ada,HP,366,3,1,gagal,sukses
53,karyawan,cerai,lulus universitas,tidak,tidak ada,HP,404,2,2,sukses,sukses
52,administrasi,cerai,lulus universitas,ya,tidak ada,HP,551,1,3,gagal,belum
26,administrasi,lajang,lulus SMA,ya,tidak ada,HP,38,1,1,gagal,belum
25,freelance,lajang,lulus universitas,tidak,tidak ada,HP,105,4,1,gagal,belum
48,teknisi,menikah,lulus SMP,tidak,tidak ada,HP,99,3,1,gagal,belum
36,buruh,menikah,lulus SD,tidak,tidak ada,HP,427,2,1,gagal,belum
42,administrasi,menikah,lulus universitas,ya,tidak ada,HP,75,2,1,sukses,belum
58,karyawan,menikah,lulus universitas,ya,tidak ada,HP,109,2,1,sukses,belum
65,pensiunan,lajang,lulus universitas,tidak,tidak ada,HP,253,1,2,gagal,sukses
40,pelayan,menikah,lulus SMA,ya,tidak ada,HP,456,1,1,gagal,belum
26,administrasi,lajang,lulus SMP,ya,tidak ada,HP,33,3,1,gagal,belum
30,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,252,1,2,sukses,sukses
40,administrasi,cerai,lulus SMA,ya,tidak ada,HP,262,2,1,gagal,belum
26,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,176,2,1,gagal,belum
45,buruh,lajang,lulus SMP,tidak,ada,HP,204,2,1,gagal,sukses
57,pensiunan,cerai,lulus SMA,ya,ada,HP,265,5,1,gagal,belum
48,administrasi,menikah,lulus universitas,ya,ada,HP,200,1,2,sukses,sukses
26,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,76,2,1,gagal,belum
37,teknisi,cerai,lulus diploma,ya,tidak ada,HP,62,1,1,gagal,belum
35,pelayan,menikah,lulus SMP,ya,tidak ada,telepon rumah,26,4,2,gagal,belum
49,pelayan,menikah,tidak lulus SD,tidak,tidak ada,HP,106,2,1,gagal,belum
58,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,248,1,1,gagal,belum
29,administrasi,menikah,lulus universitas,ya,tidak ada,HP,116,2,1,gagal,belum
71,administrasi,menikah,tidak lulus SD,ya,ada,HP,466,4,2,sukses,sukses
30,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,171,1,1,sukses,belum
35,administrasi,lajang,lulus universitas,ya,tidak ada,HP,191,2,1,gagal,belum
33,administrasi,lajang,lulus universitas,ya,tidak ada,HP,332,4,1,gagal,belum
52,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,164,1,1,gagal,belum
34,administrasi,menikah,lulus universitas,tidak,ada,HP,51,4,1,gagal,belum
33,pelayan,menikah,lulus SMA,ya,tidak ada,HP,397,1,2,gagal,belum
31,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,196,2,1,gagal,belum
31,teknisi,menikah,lulus diploma,ya,tidak ada,HP,80,1,1,gagal,belum
28,teknisi,lajang,lulus diploma,ya,tidak ada,HP,77,1,1,gagal,belum
80,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,213,3,4,sukses,sukses
32,pelayan,lajang,lulus universitas,ya,tidak ada,HP,79,1,1,gagal,belum
38,karyawan,cerai,lulus universitas,ya,tidak ada,HP,182,2,1,sukses,sukses
40,karyawan,menikah,lulus universitas,tidak,ada,HP,121,1,1,gagal,belum
60,PRT,menikah,tidak lulus SD,tidak,tidak ada,HP,270,4,4,gagal,belum
42,pelayan,menikah,lulus SMP,ya,tidak ada,HP,201,1,1,gagal,belum
24,teknisi,lajang,lulus diploma,ya,tidak ada,HP,355,2,1,sukses,sukses
43,freelance,menikah,lulus SMA,tidak,tidak ada,HP,137,3,1,gagal,belum
52,buruh,cerai,tidak lulus SD,ya,tidak ada,HP,291,1,1,gagal,belum
31,freelance,lajang,lulus universitas,tidak,tidak ada,HP,302,1,1,gagal,belum
39,buruh,lajang,lulus SMP,ya,ada,HP,75,1,1,gagal,belum
58,pensiunan,cerai,lulus universitas,tidak,tidak ada,HP,211,1,1,sukses,belum
56,administrasi,menikah,lulus SMP,tidak,tidak ada,HP,338,2,1,sukses,sukses
33,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,143,1,1,gagal,belum
53,administrasi,menikah,lulus universitas,ya,tidak ada,HP,59,1,1,gagal,belum
47,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,242,1,1,gagal,belum
24,administrasi,lajang,lulus SMA,ya,tidak ada,HP,133,2,1,gagal,belum
27,pelayan,menikah,lulus universitas,ya,tidak ada,HP,139,1,1,sukses,belum
31,pelayan,cerai,lulus SMA,tidak,tidak ada,HP,45,1,1,gagal,belum
25,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,959,3,1,gagal,sukses
54,pengangguran,menikah,lulus SMP,ya,tidak ada,HP,127,1,1,gagal,belum
34,administrasi,menikah,lulus diploma,tidak,tidak ada,HP,230,1,3,sukses,sukses
24,administrasi,lajang,lulus universitas,ya,tidak ada,HP,84,1,3,gagal,belum
54,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,639,2,1,gagal,belum
42,PRT,cerai,tidak lulus SD,ya,tidak ada,telepon rumah,271,1,1,gagal,belum
52,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,877,2,1,gagal,belum
26,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,221,1,1,sukses,sukses
55,buruh,cerai,lulus SMP,tidak,tidak ada,HP,133,3,1,gagal,belum
53,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,350,5,1,gagal,belum
31,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,259,1,1,gagal,belum
40,buruh,lajang,tidak lulus SD,tidak,tidak ada,HP,158,2,1,gagal,belum
30,wiraswasta,menikah,lulus SMA,tidak,tidak ada,HP,706,1,1,gagal,belum
39,buruh,menikah,lulus SD,ya,ada,telepon rumah,214,2,1,sukses,belum
62,buruh,menikah,lulus SMA,ya,tidak ada,HP,563,4,3,sukses,sukses
55,teknisi,menikah,lulus SMA,ya,tidak ada,HP,284,1,1,gagal,sukses
50,buruh,menikah,lulus SD,ya,tidak ada,HP,92,3,1,gagal,belum
57,buruh,menikah,lulus SMP,ya,tidak ada,HP,57,7,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,389,1,2,sukses,sukses
33,administrasi,menikah,lulus universitas,ya,tidak ada,HP,101,2,3,gagal,belum
35,pelayan,menikah,lulus SMP,tidak,tidak ada,HP,69,2,1,gagal,belum
43,administrasi,lajang,lulus universitas,ya,tidak ada,HP,670,4,1,sukses,sukses
46,pelayan,cerai,lulus SMP,ya,tidak ada,HP,403,1,1,gagal,belum
35,teknisi,lajang,lulus diploma,ya,tidak ada,HP,192,2,1,gagal,sukses
47,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,258,1,1,gagal,belum
33,buruh,menikah,lulus SD,ya,tidak ada,HP,235,2,1,gagal,belum
57,karyawan,menikah,lulus universitas,ya,ada,HP,609,2,1,gagal,sukses
38,teknisi,lajang,lulus universitas,ya,tidak ada,telepon rumah,254,1,3,gagal,belum
41,buruh,menikah,lulus SMP,ya,ada,HP,105,1,1,gagal,belum
50,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,549,1,1,gagal,belum
50,karyawan,cerai,lulus universitas,tidak,tidak ada,telepon rumah,475,6,1,gagal,sukses
50,pengangguran,menikah,lulus diploma,ya,tidak ada,HP,58,1,1,gagal,belum
41,administrasi,cerai,lulus universitas,ya,tidak ada,HP,498,2,3,sukses,sukses
71,pensiunan,menikah,lulus SMA,ya,tidak ada,telepon rumah,232,1,2,gagal,belum
36,buruh,lajang,lulus SD,ya,tidak ada,HP,108,1,1,gagal,belum
23,administrasi,lajang,lulus universitas,tidak,ada,HP,76,2,1,gagal,belum
29,buruh,menikah,lulus SMP,ya,ada,HP,396,2,1,gagal,belum
81,pensiunan,cerai,lulus SMA,tidak,tidak ada,HP,279,1,4,gagal,belum
29,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,87,2,1,gagal,belum
41,administrasi,menikah,lulus universitas,ya,tidak ada,HP,183,1,1,gagal,belum
25,administrasi,lajang,lulus universitas,tidak,ada,HP,295,1,2,sukses,sukses
36,administrasi,menikah,lulus universitas,ya,tidak ada,HP,133,1,1,gagal,belum
59,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,340,1,1,gagal,sukses
59,pelayan,menikah,lulus SMA,ya,tidak ada,HP,542,3,1,gagal,belum
46,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,159,1,1,gagal,belum
32,administrasi,cerai,lulus universitas,ya,tidak ada,HP,505,1,1,gagal,belum
27,teknisi,lajang,lulus universitas,ya,tidak ada,HP,1370,3,2,sukses,sukses
48,buruh,cerai,tidak lulus SD,ya,tidak ada,HP,456,1,1,gagal,belum
25,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,100,8,1,sukses,belum
46,karyawan,menikah,lulus universitas,ya,tidak ada,HP,247,2,1,gagal,belum
39,teknisi,lajang,lulus diploma,ya,tidak ada,HP,256,1,1,gagal,belum
74,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,239,2,1,gagal,sukses
30,administrasi,lajang,lulus universitas,ya,tidak ada,HP,109,1,1,sukses,belum
58,karyawan,menikah,lulus SD,tidak,tidak ada,HP,159,2,1,gagal,belum
28,buruh,lajang,lulus SMA,ya,tidak ada,HP,254,2,1,gagal,belum
70,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,837,2,1,gagal,belum
53,teknisi,menikah,lulus diploma,ya,tidak ada,HP,100,1,1,gagal,belum
31,buruh,menikah,lulus SMP,ya,tidak ada,HP,180,3,2,gagal,belum
47,PRT,lajang,lulus diploma,ya,tidak ada,HP,67,1,1,sukses,belum
37,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,497,5,2,gagal,belum
28,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,135,2,2,sukses,sukses
29,freelance,menikah,lulus universitas,ya,ada,HP,231,1,1,gagal,belum
74,pensiunan,menikah,lulus SMP,ya,tidak ada,HP,134,2,1,sukses,sukses
34,administrasi,lajang,lulus SMA,ya,tidak ada,HP,291,1,1,gagal,belum
39,administrasi,menikah,lulus universitas,ya,tidak ada,HP,200,1,1,gagal,belum
24,administrasi,lajang,lulus universitas,ya,tidak ada,HP,145,2,1,gagal,sukses
39,pelayan,menikah,lulus SMA,ya,tidak ada,HP,739,2,1,gagal,belum
53,administrasi,cerai,lulus universitas,ya,ada,HP,431,1,1,gagal,belum
21,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,326,2,1,gagal,belum
54,karyawan,menikah,lulus SMA,tidak,tidak ada,HP,229,5,1,gagal,belum
50,administrasi,menikah,lulus universitas,ya,ada,HP,189,2,1,gagal,belum
26,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,133,2,1,gagal,belum
30,teknisi,lajang,lulus universitas,tidak,ada,HP,399,2,1,gagal,belum
40,karyawan,menikah,lulus universitas,ya,ada,HP,957,1,1,gagal,sukses
36,pelayan,menikah,lulus SMA,ya,tidak ada,HP,145,1,2,gagal,belum
29,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,449,2,1,sukses,sukses
24,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,115,1,1,gagal,belum
35,teknisi,lajang,lulus SMP,tidak,tidak ada,telepon rumah,433,1,1,gagal,belum
29,teknisi,menikah,lulus universitas,ya,tidak ada,HP,210,1,1,sukses,sukses
47,karyawan,menikah,lulus universitas,ya,tidak ada,HP,281,2,1,gagal,belum
44,freelance,lajang,lulus diploma,tidak,tidak ada,HP,230,6,1,sukses,belum
38,buruh,cerai,lulus SMA,tidak,tidak ada,HP,192,1,1,gagal,belum
36,teknisi,menikah,lulus diploma,ya,tidak ada,HP,109,1,1,gagal,belum
29,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,98,1,1,gagal,belum
63,PRT,menikah,tidak lulus SD,ya,tidak ada,telepon rumah,235,1,2,gagal,sukses
23,mahasiswa,lajang,lulus SMA,tidak,tidak ada,telepon rumah,290,1,1,sukses,sukses
70,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,167,2,1,gagal,sukses
41,teknisi,menikah,lulus SMP,ya,tidak ada,telepon rumah,102,2,1,gagal,belum
32,administrasi,menikah,lulus universitas,ya,ada,HP,110,1,1,gagal,belum
51,teknisi,menikah,lulus diploma,ya,tidak ada,HP,72,2,1,gagal,belum
63,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,198,1,1,gagal,belum
60,PRT,menikah,tidak lulus SD,ya,ada,HP,149,1,1,sukses,sukses
36,administrasi,lajang,lulus universitas,ya,tidak ada,HP,87,1,2,gagal,belum
68,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,546,2,1,gagal,sukses
29,administrasi,menikah,lulus universitas,tidak,ada,HP,347,3,1,sukses,sukses
32,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,1233,1,1,gagal,sukses
38,administrasi,menikah,lulus universitas,ya,tidak ada,HP,576,1,1,sukses,sukses
34,PRT,menikah,lulus SMA,tidak,tidak ada,HP,361,5,1,gagal,belum
22,administrasi,menikah,lulus SMA,tidak,ada,HP,108,2,1,gagal,belum
62,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,123,1,1,gagal,belum
20,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,1472,1,3,gagal,sukses
26,pelayan,menikah,lulus SMA,ya,tidak ada,HP,140,9,1,gagal,belum
37,pensiunan,cerai,lulus SMP,ya,tidak ada,HP,201,1,1,gagal,belum
77,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,152,1,4,sukses,sukses
45,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,146,2,1,gagal,sukses
37,pengangguran,lajang,lulus diploma,tidak,tidak ada,HP,142,4,1,sukses,belum
35,buruh,menikah,lulus SMP,ya,tidak ada,HP,222,2,1,gagal,belum
31,karyawan,menikah,lulus SMA,ya,tidak ada,HP,78,1,1,gagal,belum
31,pelayan,lajang,lulus SMA,ya,tidak ada,HP,152,1,1,gagal,belum
27,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,317,1,1,sukses,sukses
32,freelance,lajang,lulus universitas,ya,tidak ada,HP,205,4,1,gagal,sukses
30,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,294,2,1,sukses,sukses
35,buruh,menikah,lulus SD,tidak,tidak ada,HP,86,2,1,gagal,belum
31,teknisi,menikah,lulus diploma,ya,tidak ada,HP,404,3,2,gagal,belum
42,pelayan,cerai,lulus SMA,ya,ada,HP,874,1,1,gagal,sukses
76,pensiunan,menikah,lulus diploma,ya,tidak ada,HP,352,1,1,sukses,sukses
48,pengangguran,menikah,lulus diploma,tidak,tidak ada,telepon rumah,360,1,1,sukses,sukses
78,pensiunan,cerai,lulus SD,tidak,tidak ada,HP,631,2,2,gagal,belum
66,pensiunan,menikah,lulus diploma,tidak,tidak ada,HP,177,1,1,gagal,sukses
31,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,265,1,3,sukses,sukses
36,pengangguran,menikah,lulus SD,ya,tidak ada,HP,46,2,1,gagal,belum
23,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,720,1,1,gagal,belum
44,administrasi,menikah,lulus SMA,ya,tidak ada,HP,150,3,2,gagal,belum
58,buruh,menikah,lulus SMP,tidak,tidak ada,HP,64,1,1,gagal,belum
47,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,177,1,1,gagal,belum
35,karyawan,lajang,lulus universitas,ya,ada,HP,293,2,1,gagal,belum
51,buruh,menikah,tidak lulus SD,ya,ada,HP,178,2,1,gagal,belum
33,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,207,3,1,sukses,sukses
60,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,357,2,1,gagal,belum
39,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,315,2,1,sukses,sukses
28,mahasiswa,lajang,lulus SMA,tidak,ada,HP,472,1,5,sukses,sukses
32,pelayan,menikah,lulus SMA,ya,tidak ada,HP,105,1,1,gagal,belum
52,karyawan,cerai,lulus universitas,ya,tidak ada,HP,89,2,1,gagal,belum
49,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,132,1,1,gagal,belum
44,teknisi,menikah,lulus SMP,ya,tidak ada,HP,306,1,1,sukses,belum
38,freelance,menikah,lulus SMP,ya,tidak ada,HP,155,2,1,gagal,belum
35,administrasi,lajang,lulus SMA,ya,ada,telepon rumah,352,2,1,gagal,belum
42,pelayan,menikah,lulus SMA,ya,ada,HP,77,2,1,gagal,belum
37,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,143,2,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,669,1,1,gagal,sukses
42,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,211,3,2,sukses,sukses
38,buruh,menikah,lulus SMA,ya,tidak ada,HP,118,1,1,gagal,belum
28,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,118,1,2,gagal,belum
44,buruh,menikah,lulus SMA,ya,tidak ada,HP,253,1,1,gagal,belum
